Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1189833;16/03/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;525;23625.00;8268.75;0.35;Outlet
Kohl's;1189833;17/03/2021;West;California;Los Angeles;Men's Apparel;50.00;450;22500.00;12375.00;0.55;Outlet
Kohl's;1189833;18/03/2021;West;California;Los Angeles;Women's Apparel;45.00;650;29250.00;5850.00;0.2;Outlet
Kohl's;1189833;19/03/2021;West;California;Los Angeles;Men's Street Footwear;35.00;800;28000.00;11200.00;0.4;Outlet
Kohl's;1189833;20/03/2021;West;California;Los Angeles;Men's Athletic Footwear;45.00;650;29250.00;7312.50;0.25;Outlet
Kohl's;1189833;21/03/2021;West;California;Los Angeles;Women's Street Footwear;45.00;650;29250.00;11700.00;0.4;Outlet
Kohl's;1189833;22/03/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;550;24750.00;8662.50;0.35;Outlet
Kohl's;1189833;23/03/2021;West;California;Los Angeles;Men's Apparel;50.00;425;21250.00;11687.50;0.55;Outlet
Kohl's;1189833;06/04/2021;West;California;Los Angeles;Women's Apparel;45.00;625;28125.00;5625.00;0.2;Outlet
Kohl's;1189833;07/04/2021;West;California;Los Angeles;Men's Street Footwear;45.00;800;36000.00;14400.00;0.4;Outlet
Kohl's;1189833;08/04/2021;West;California;Los Angeles;Men's Athletic Footwear;50.00;600;30000.00;7500.00;0.25;Outlet
Kohl's;1189833;09/04/2021;West;California;Los Angeles;Women's Street Footwear;50.00;625;31250.00;12500.00;0.4;Outlet
Kohl's;1189833;10/04/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;525;23625.00;8268.75;0.35;Outlet
Kohl's;1189833;11/04/2021;West;California;Los Angeles;Men's Apparel;50.00;425;21250.00;11687.50;0.55;Outlet
Kohl's;1189833;12/04/2021;West;California;Los Angeles;Women's Apparel;65.00;600;39000.00;7800.00;0.2;Outlet
Kohl's;1189833;13/04/2021;West;California;Los Angeles;Men's Street Footwear;45.00;800;36000.00;14400.00;0.4;Outlet
Kohl's;1189833;14/04/2021;West;California;Los Angeles;Men's Athletic Footwear;50.00;650;32500.00;8125.00;0.25;Outlet
Kohl's;1189833;15/04/2021;West;California;Los Angeles;Women's Street Footwear;50.00;650;32500.00;13000.00;0.4;Outlet
Kohl's;1189833;16/04/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;550;24750.00;8662.50;0.35;Outlet
Kohl's;1189833;17/04/2021;West;California;Los Angeles;Men's Apparel;50.00;450;22500.00;12375.00;0.55;Outlet
Kohl's;1189833;18/04/2021;West;California;Los Angeles;Women's Apparel;65.00;625;40625.00;8125.00;0.2;Outlet
Kohl's;1189833;19/04/2021;West;California;Los Angeles;Men's Street Footwear;45.00;900;40500.00;16200.00;0.4;Outlet
Kohl's;1189833;20/04/2021;West;California;Los Angeles;Men's Athletic Footwear;50.00;750;37500.00;9375.00;0.25;Outlet
Kohl's;1189833;21/04/2021;West;California;Los Angeles;Women's Street Footwear;50.00;750;37500.00;15000.00;0.4;Outlet
Kohl's;1189833;22/04/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;625;28125.00;9843.75;0.35;Outlet
Kohl's;1189833;23/04/2021;West;California;Los Angeles;Men's Apparel;50.00;500;25000.00;13750.00;0.55;Outlet
Kohl's;1189833;24/04/2021;West;California;Los Angeles;Women's Apparel;65.00;800;52000.00;10400.00;0.2;Outlet
Kohl's;1189833;25/04/2021;West;California;Los Angeles;Men's Street Footwear;45.00;950;42750.00;17100.00;0.4;Outlet
Kohl's;1189833;26/04/2021;West;California;Los Angeles;Men's Athletic Footwear;50.00;800;40000.00;10000.00;0.25;Outlet
Kohl's;1189833;27/04/2021;West;California;Los Angeles;Women's Street Footwear;50.00;750;37500.00;15000.00;0.4;Outlet
Kohl's;1189833;28/04/2021;West;California;Los Angeles;Women's Athletic Footwear;45.00;650;29250.00;10237.50;0.35;Outlet
Kohl's;1189833;29/04/2021;West;California;Los Angeles;Men's Apparel;50.00;700;35000.00;19250.00;0.55;Outlet
Kohl's;1189833;30/04/2021;West;California;Los Angeles;Women's Apparel;65.00;700;45500.00;9100.00;0.2;Outlet
Kohl's;1189833;01/05/2021;West;California;Los Angeles;Men's Street Footwear;50.00;900;45000.00;18000.00;0.4;Outlet
Kohl's;1189833;02/05/2021;West;California;Los Angeles;Men's Athletic Footwear;55.00;850;46750.00;11687.50;0.25;Outlet
Kohl's;1189833;03/05/2021;West;California;Los Angeles;Women's Street Footwear;50.00;725;36250.00;14500.00;0.4;Outlet
Kohl's;1189833;04/05/2021;West;California;Los Angeles;Women's Athletic Footwear;50.00;675;33750.00;11812.50;0.35;Outlet
Kohl's;1189833;05/05/2021;West;California;Los Angeles;Men's Apparel;60.00;675;40500.00;22275.00;0.55;Outlet
Kohl's;1189833;06/05/2021;West;California;Los Angeles;Women's Apparel;65.00;650;42250.00;8450.00;0.2;Outlet
Kohl's;1189833;07/05/2021;West;California;Los Angeles;Men's Street Footwear;50.00;850;42500.00;17000.00;0.4;Outlet
Kohl's;1189833;08/05/2021;West;California;Los Angeles;Men's Athletic Footwear;55.00;850;46750.00;11687.50;0.25;Outlet
Kohl's;1189833;09/05/2021;West;California;Los Angeles;Women's Street Footwear;50.00;700;35000.00;14000.00;0.4;Outlet
Kohl's;1189833;10/05/2021;West;California;Los Angeles;Women's Athletic Footwear;50.00;650;32500.00;11375.00;0.35;Outlet
Kohl's;1189833;11/05/2021;West;California;Los Angeles;Men's Apparel;60.00;650;39000.00;21450.00;0.55;Outlet
Kohl's;1189833;12/05/2021;West;California;Los Angeles;Women's Apparel;65.00;700;45500.00;9100.00;0.2;Outlet
Kohl's;1189833;13/05/2021;West;California;Los Angeles;Men's Street Footwear;50.00;800;40000.00;16000.00;0.4;Outlet
Kohl's;1189833;14/05/2021;West;California;Los Angeles;Men's Athletic Footwear;55.00;800;44000.00;11000.00;0.25;Outlet
Kohl's;1189833;15/05/2021;West;California;Los Angeles;Women's Street Footwear;50.00;650;32500.00;13000.00;0.4;Outlet
Kohl's;1189833;16/05/2021;West;California;Los Angeles;Women's Athletic Footwear;50.00;625;31250.00;10937.50;0.35;Outlet
Kohl's;1189833;17/05/2021;West;California;Los Angeles;Men's Apparel;60.00;600;36000.00;19800.00;0.55;Outlet
Kohl's;1189833;18/05/2021;West;California;Los Angeles;Women's Apparel;65.00;650;42250.00;8450.00;0.2;Outlet
Kohl's;1189833;19/05/2021;West;California;Los Angeles;Men's Street Footwear;50.00;825;41250.00;16500.00;0.4;Outlet
Kohl's;1189833;20/05/2021;West;California;Los Angeles;Men's Athletic Footwear;55.00;825;45375.00;11343.75;0.25;Outlet
Kohl's;1189833;21/05/2021;West;California;Los Angeles;Women's Street Footwear;50.00;675;33750.00;13500.00;0.4;Outlet
Kohl's;1189833;22/05/2021;West;California;Los Angeles;Women's Athletic Footwear;50.00;650;32500.00;11375.00;0.35;Outlet
Kohl's;1189833;23/05/2021;West;California;Los Angeles;Men's Apparel;60.00;600;36000.00;19800.00;0.55;Outlet
Kohl's;1189833;24/05/2021;West;California;Los Angeles;Women's Apparel;65.00;700;45500.00;9100.00;0.2;Outlet
Kohl's;1189833;25/05/2021;West;California;Los Angeles;Men's Street Footwear;50.00;900;45000.00;18000.00;0.4;Outlet
Kohl's;1189833;26/05/2021;West;California;Los Angeles;Men's Athletic Footwear;55.00;900;49500.00;12375.00;0.25;Outlet
Kohl's;1189833;27/05/2021;West;California;Los Angeles;Women's Street Footwear;50.00;700;35000.00;14000.00;0.4;Outlet
Kohl's;1189833;28/05/2021;West;California;Los Angeles;Women's Athletic Footwear;50.00;700;35000.00;12250.00;0.35;Outlet
Kohl's;1189833;29/05/2021;West;California;Los Angeles;Men's Apparel;60.00;625;37500.00;20625.00;0.55;Outlet
Kohl's;1189833;30/05/2021;West;California;Los Angeles;Women's Apparel;65.00;725;47125.00;9425.00;0.2;Outlet
Kohl's;1185732;31/05/2021;West;California;Los Angeles;Men's Street Footwear;45.00;475;21375.00;8550.00;0.4;Outlet
Kohl's;1185732;01/06/2021;West;California;Los Angeles;Men's Athletic Footwear;45.00;275;12375.00;4331.25;0.35;Outlet
Kohl's;1185732;02/06/2021;West;California;Los Angeles;Women's Street Footwear;35.00;275;9625.00;3368.75;0.35;Outlet
Kohl's;1185732;03/06/2021;West;California;Los Angeles;Women's Athletic Footwear;40.00;125;5000.00;2000.00;0.4;Outlet
Kohl's;1185732;04/06/2021;Midwest;Illinois;Chicago;Men's Apparel;55.00;175;9625.00;3368.75;0.35;Outlet
Kohl's;1185732;05/06/2021;Midwest;Illinois;Chicago;Women's Apparel;45.00;275;12375.00;6187.50;0.5;Outlet
Kohl's;1185732;06/06/2021;Midwest;Illinois;Chicago;Men's Street Footwear;45.00;525;23625.00;9450.00;0.4;Outlet
Kohl's;1185732;07/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;45.00;175;7875.00;2756.25;0.35;Outlet
Kohl's;1185732;08/06/2021;Midwest;Illinois;Chicago;Women's Street Footwear;35.00;225;7875.00;2756.25;0.35;Outlet
Kohl's;1185732;09/06/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;40.00;100;4000.00;1600.00;0.4;Outlet
Kohl's;1185732;10/06/2021;Midwest;Illinois;Chicago;Men's Apparel;55.00;175;9625.00;3368.75;0.35;Outlet
Kohl's;1185732;11/06/2021;Midwest;Illinois;Chicago;Women's Apparel;45.00;275;12375.00;6187.50;0.5;Outlet
Kohl's;1185732;12/06/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;495;24750.00;9900.00;0.4;Outlet
Kohl's;1185732;13/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;50.00;200;10000.00;3500.00;0.35;Outlet
Kohl's;1185732;14/06/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;225;9000.00;3150.00;0.35;Outlet
Kohl's;1185732;15/06/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;45.00;75;3375.00;1350.00;0.4;Outlet
Kohl's;1185732;16/06/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;125;7500.00;2625.00;0.35;Outlet
Kohl's;1185732;17/06/2021;Midwest;Illinois;Chicago;Women's Apparel;50.00;225;11250.00;5625.00;0.5;Outlet
Kohl's;1185732;18/06/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;450;22500.00;9000.00;0.4;Outlet
Kohl's;1185732;19/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;50.00;150;7500.00;2625.00;0.35;Outlet
Kohl's;1185732;20/06/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;150;6000.00;2100.00;0.35;Outlet
Kohl's;1185732;21/06/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;45.00;75;3375.00;1350.00;0.4;Outlet
Kohl's;1185732;22/06/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;100;6000.00;2100.00;0.35;Outlet
Kohl's;1185732;23/06/2021;Midwest;Illinois;Chicago;Women's Apparel;50.00;225;11250.00;5625.00;0.5;Outlet
Kohl's;1185732;24/06/2021;Midwest;Illinois;Chicago;Men's Street Footwear;60.00;495;29700.00;11880.00;0.4;Outlet
Kohl's;1185732;25/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;55.00;200;11000.00;3850.00;0.35;Outlet
Kohl's;1185732;26/06/2021;Midwest;Illinois;Chicago;Women's Street Footwear;50.00;175;8750.00;3062.50;0.35;Outlet
Kohl's;1185732;27/06/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;50.00;100;5000.00;2000.00;0.4;Outlet
Kohl's;1185732;28/06/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;125;7500.00;2625.00;0.35;Outlet
Kohl's;1185732;29/06/2021;Midwest;Illinois;Chicago;Women's Apparel;65.00;250;16250.00;8125.00;0.5;Outlet
Kohl's;1185732;30/06/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;500;25000.00;10000.00;0.4;Outlet
Kohl's;1185732;01/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;45.00;250;11250.00;3937.50;0.35;Outlet
Kohl's;1185732;02/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;200;8000.00;2800.00;0.35;Outlet
Kohl's;1185732;03/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;40.00;175;7000.00;2800.00;0.4;Outlet
Kohl's;1185732;04/07/2021;Midwest;Illinois;Chicago;Men's Apparel;50.00;175;8750.00;3062.50;0.35;Outlet
Kohl's;1185732;05/07/2021;Midwest;Illinois;Chicago;Women's Apparel;55.00;350;19250.00;9625.00;0.5;Outlet
Kohl's;1185732;06/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;575;28750.00;11500.00;0.4;Outlet
Kohl's;1185732;07/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;45.00;325;14625.00;5118.75;0.35;Outlet
Kohl's;1185732;08/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;250;10000.00;3500.00;0.35;Outlet
Kohl's;1185732;09/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;40.00;200;8000.00;3200.00;0.4;Outlet
Kohl's;1185732;10/07/2021;Midwest;Illinois;Chicago;Men's Apparel;50.00;225;11250.00;3937.50;0.35;Outlet
Kohl's;1185732;11/07/2021;Midwest;Illinois;Chicago;Women's Apparel;55.00;400;22000.00;11000.00;0.5;Outlet
Kohl's;1185732;12/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;550;27500.00;11000.00;0.4;Outlet
Kohl's;1185732;13/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;45.00;325;14625.00;5118.75;0.35;Outlet
Kohl's;1185732;14/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;250;10000.00;3500.00;0.35;Outlet
Kohl's;1185732;15/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;40.00;225;9000.00;3600.00;0.4;Outlet
Kohl's;1185732;16/07/2021;Midwest;Illinois;Chicago;Men's Apparel;50.00;200;10000.00;3500.00;0.35;Outlet
Kohl's;1185732;17/07/2021;Midwest;Illinois;Chicago;Women's Apparel;55.00;375;20625.00;10312.50;0.5;Outlet
Kohl's;1185732;18/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;50.00;500;25000.00;10000.00;0.4;Outlet
Kohl's;1185732;19/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;45.00;300;13500.00;4725.00;0.35;Outlet
Kohl's;1185732;20/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;40.00;200;8000.00;2800.00;0.35;Outlet
Kohl's;1185732;21/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;40.00;175;7000.00;2800.00;0.4;Outlet
Kohl's;1185732;22/07/2021;Midwest;Illinois;Chicago;Men's Apparel;50.00;175;8750.00;3062.50;0.35;Outlet
Kohl's;1185732;23/07/2021;Midwest;Illinois;Chicago;Women's Apparel;55.00;250;13750.00;6875.00;0.5;Outlet
Kohl's;1185732;24/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;60.00;425;25500.00;10200.00;0.4;Outlet
Kohl's;1185732;25/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;50.00;250;12500.00;4375.00;0.35;Outlet
Kohl's;1185732;26/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;50.00;150;7500.00;2625.00;0.35;Outlet
Kohl's;1185732;27/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;50.00;125;6250.00;2500.00;0.4;Outlet
Kohl's;1185732;28/07/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;125;7500.00;2625.00;0.35;Outlet
Kohl's;1185732;29/07/2021;Midwest;Illinois;Chicago;Women's Apparel;65.00;250;16250.00;8125.00;0.5;Outlet
Kohl's;1185732;30/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;60.00;400;24000.00;9600.00;0.4;Outlet
Kohl's;1185732;31/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;50.00;250;12500.00;4375.00;0.35;Outlet
Kohl's;1185732;01/08/2021;Midwest;Illinois;Chicago;Women's Street Footwear;50.00;195;9750.00;3412.50;0.35;Outlet
Kohl's;1185732;02/08/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;50.00;175;8750.00;3500.00;0.4;Outlet
Kohl's;1185732;03/08/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;150;9000.00;3150.00;0.35;Outlet
Kohl's;1185732;04/08/2021;Midwest;Illinois;Chicago;Women's Apparel;65.00;250;16250.00;8125.00;0.5;Outlet
Kohl's;1185732;05/08/2021;Midwest;Illinois;Chicago;Men's Street Footwear;60.00;500;30000.00;12000.00;0.4;Outlet
Kohl's;1185732;06/08/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;50.00;300;15000.00;5250.00;0.35;Outlet
Kohl's;1185732;07/08/2021;Midwest;Illinois;Chicago;Women's Street Footwear;50.00;250;12500.00;4375.00;0.35;Outlet
Kohl's;1185732;08/08/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;50.00;200;10000.00;4000.00;0.4;Outlet
Kohl's;1185732;09/08/2021;Midwest;Illinois;Chicago;Men's Apparel;60.00;200;12000.00;4200.00;0.35;Outlet
Kohl's;1185732;10/08/2021;Midwest;Illinois;Chicago;Women's Apparel;65.00;300;19500.00;9750.00;0.5;Outlet
Kohl's;1197831;11/08/2021;Midwest;Illinois;Chicago;Men's Street Footwear;20.00;725;14500.00;4350.00;0.3;Outlet
Kohl's;1197831;12/08/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;30.00;725;21750.00;6525.00;0.3;Outlet
Kohl's;1197831;13/08/2021;Midwest;Illinois;Chicago;Women's Street Footwear;30.00;525;15750.00;4725.00;0.3;Outlet
Kohl's;1197831;14/08/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;35.00;525;18375.00;7350.00;0.4;Outlet
Kohl's;1197831;15/08/2021;South;Texas;Dallas;Men's Apparel;40.00;375;15000.00;3750.00;0.25;Outlet
Kohl's;1197831;16/08/2021;South;Texas;Dallas;Women's Apparel;35.00;525;18375.00;8268.75;0.45;Outlet
Kohl's;1197831;17/08/2021;South;Texas;Dallas;Men's Street Footwear;25.00;675;16875.00;5062.50;0.3;Outlet
Kohl's;1197831;18/08/2021;South;Texas;Dallas;Men's Athletic Footwear;35.00;650;22750.00;6825.00;0.3;Outlet
Kohl's;1197831;19/08/2021;South;Texas;Dallas;Women's Street Footwear;35.00;475;16625.00;4987.50;0.3;Outlet
Kohl's;1197831;20/08/2021;South;Texas;Dallas;Women's Athletic Footwear;35.00;425;14875.00;5950.00;0.4;Outlet
Kohl's;1197831;21/08/2021;South;Texas;Dallas;Men's Apparel;40.00;300;12000.00;3000.00;0.25;Outlet
Kohl's;1197831;22/08/2021;South;Texas;Dallas;Women's Apparel;35.00;500;17500.00;7875.00;0.45;Outlet
Kohl's;1197831;23/08/2021;South;Texas;Dallas;Men's Street Footwear;30.00;675;20250.00;7087.50;0.35;Outlet
Kohl's;1197831;24/08/2021;South;Texas;Dallas;Men's Athletic Footwear;40.00;675;27000.00;9450.00;0.35;Outlet
Kohl's;1197831;25/08/2021;South;Texas;Dallas;Women's Street Footwear;30.00;500;15000.00;5250.00;0.35;Outlet
Kohl's;1197831;26/08/2021;South;Texas;Dallas;Women's Athletic Footwear;35.00;400;14000.00;6300.00;0.45;Outlet
Kohl's;1197831;27/08/2021;South;Texas;Dallas;Men's Apparel;40.00;300;12000.00;3600.00;0.3;Outlet
Kohl's;1197831;28/08/2021;South;Texas;Dallas;Women's Apparel;35.00;450;15750.00;7875.00;0.5;Outlet
Kohl's;1197831;29/08/2021;South;Texas;Dallas;Men's Street Footwear;20.00;700;14000.00;4900.00;0.35;Outlet
Kohl's;1197831;30/08/2021;South;Texas;Dallas;Men's Athletic Footwear;30.00;700;21000.00;7350.00;0.35;Outlet
Kohl's;1197831;31/08/2021;South;Texas;Dallas;Women's Street Footwear;25.00;525;13125.00;4593.75;0.35;Outlet
Kohl's;1197831;01/09/2021;South;Texas;Dallas;Women's Athletic Footwear;30.00;425;12750.00;5737.50;0.45;Outlet
Kohl's;1197831;02/09/2021;South;Texas;Dallas;Men's Apparel;35.00;325;11375.00;3412.50;0.3;Outlet
Kohl's;1197831;03/09/2021;South;Texas;Dallas;Women's Apparel;30.00;600;18000.00;9000.00;0.5;Outlet
Kohl's;1197831;04/09/2021;South;Texas;Dallas;Men's Street Footwear;20.00;750;15000.00;5250.00;0.35;Outlet
Kohl's;1197831;05/09/2021;South;Texas;Dallas;Men's Athletic Footwear;30.00;775;23250.00;8137.50;0.35;Outlet
Kohl's;1197831;06/09/2021;South;Texas;Dallas;Women's Street Footwear;25.00;625;15625.00;5468.75;0.35;Outlet
Kohl's;1197831;07/09/2021;South;Texas;Dallas;Women's Athletic Footwear;35.00;550;19250.00;8662.50;0.45;Outlet
Kohl's;1197831;08/09/2021;South;Texas;Dallas;Men's Apparel;50.00;450;22500.00;6750.00;0.3;Outlet
Kohl's;1197831;09/09/2021;South;Texas;Dallas;Women's Apparel;45.00;800;36000.00;18000.00;0.5;Outlet
Kohl's;1197831;10/09/2021;South;Texas;Dallas;Men's Street Footwear;45.00;800;36000.00;12600.00;0.35;Outlet
Kohl's;1197831;11/09/2021;South;Texas;Dallas;Men's Athletic Footwear;50.00;800;40000.00;14000.00;0.35;Outlet
Kohl's;1197831;12/09/2021;South;Texas;Dallas;Women's Street Footwear;45.00;650;29250.00;10237.50;0.35;Outlet
Kohl's;1197831;13/09/2021;South;Texas;Dallas;Women's Athletic Footwear;45.00;600;27000.00;12150.00;0.45;Outlet
Kohl's;1197831;14/09/2021;South;Texas;Dallas;Men's Apparel;50.00;500;25000.00;7500.00;0.3;Outlet
Kohl's;1197831;15/09/2021;South;Texas;Dallas;Women's Apparel;55.00;875;48125.00;24062.50;0.5;Outlet
Kohl's;1197831;16/09/2021;South;Texas;Dallas;Men's Street Footwear;45.00;825;37125.00;14850.00;0.4;Outlet
Kohl's;1197831;17/09/2021;South;Texas;Dallas;Men's Athletic Footwear;50.00;825;41250.00;16500.00;0.4;Outlet
Kohl's;1197831;18/09/2021;South;Texas;Dallas;Women's Street Footwear;45.00;975;43875.00;17550.00;0.4;Outlet
Kohl's;1197831;19/09/2021;South;Texas;Dallas;Women's Athletic Footwear;45.00;575;25875.00;12937.50;0.5;Outlet
Kohl's;1197831;20/09/2021;South;Texas;Dallas;Men's Apparel;50.00;575;28750.00;10062.50;0.35;Outlet
Kohl's;1197831;21/09/2021;South;Texas;Dallas;Women's Apparel;60.00;850;51000.00;28050.00;0.55;Outlet
